movie1	movie2	class
Out of Sight	The Good German	director in common
Out of Sight	Side Effects	director in common
Out of Sight	Haywire	director in common
Out of Sight	The Informant!	director in common
Out of Sight	The Limey	director in common
Out of Sight	Magic Mike	director in common
Out of Sight	Full Frontal	director in common
Out of Sight	Sex, Lies, and Videotape	director in common
The Cable Guy	Zoolander	director in common
Earth	Water	director in common
Dick Tracy	Reds	director in common
Dick Tracy	Bulworth	director in common
The Thomas Crown Affair	Medicine Man	director in common
The Thomas Crown Affair	The Hunt for Red October	director in common
The Thomas Crown Affair	Die Hard	director in common
The Thomas Crown Affair	Predator	director in common
Riding in Cars with Boys	A League of Their Own	director in common
Riding in Cars with Boys	Renaissance Man	director in common
Riding in Cars with Boys	Big	director in common
Mary Reilly	Florence Foster Jenkins	director in common
Mary Reilly	Dangerous Liaisons	director in common
Mary Reilly	Chéri	director in common
Mary Reilly	High Fidelity	director in common
Mary Reilly	Mrs Henderson Presents	director in common
Mary Reilly	The Queen	director in common
Mary Reilly	Philomena	director in common
Mary Reilly	Dirty Pretty Things	director in common
Mary Reilly	My Beautiful Laundrette	director in common
Insomnia	The Prestige	director in common
Insomnia	Memento	director in common
Star Trek: First Contact	Star Trek: Generations	 2 actors in common
Star Trek: First Contact	Clockstoppers	director in common
Courage Under Fire	Legends of the Fall	director in common
Courage Under Fire	Love & Other Drugs	director in common
Courage Under Fire	Glory	director in common
Liar Liar	Ace Ventura: Pet Detective	director in common
The Infiltrator	The Lincoln Lawyer	director in common
The Infiltrator	Runner Runner	director in common
Inchon	Thunderball	director in common
Inchon	From Russia with Love	director in common
Inchon	Dr. No	director in common
The Flintstones	Snow Dogs	director in common
The Flintstones	The Spy Next Door	director in common
The Flintstones	Are We There Yet?	director in common
Taken 2	Colombiana	director in common
Scary Movie 3	Scary Movie 4	director in common
Scary Movie 3	The Naked Gun 2½: The Smell of Fear	director in common
Scary Movie 3	An American Carol	director in common
Scary Movie 3	My Boss's Daughter	director in common
Miss Congeniality	Ri¢hie Ri¢h	director in common
Miss Congeniality	Just My Luck	director in common
Miss Congeniality	Welcome to Mooseport	director in common
Miss Congeniality	My Life in Ruins	director in common
Miss Congeniality	Mystic Pizza	director in common
The Princess Diaries 2: Royal Engagement	The Princess Diaries	director and 2 actors in common
The Princess Diaries 2: Royal Engagement	New Year's Eve	director in common
The Princess Diaries 2: Royal Engagement	Georgia Rule	director in common
The Princess Diaries 2: Royal Engagement	Pretty Woman	director in common
The Client	A Time to Kill	director in common
The Client	8MM	director in common
The Client	The Number 23	director in common
The Client	Flawless	director in common
The Client	Flatliners	director in common
The Client	Veronica Guerin	director in common
The Client	Phone Booth	director in common
The Client	The Lost Boys	director in common
The Bucket List	Ghosts of Mississippi	director in common
The Bucket List	A Few Good Men	director in common
The Bucket List	Alex & Emma	director in common
The Bucket List	And So It Goes	director in common
The Bucket List	When Harry Met Sally...	director in common
The Bucket List	The Princess Bride	director in common
The Bucket List	Flipped	director in common
The Bucket List	Stand by Me	director in common
Patriot Games	The Giver	director in common
Patriot Games	The Quiet American	director in common
Patriot Games	Catch a Fire	director in common
Patriot Games	Rabbit-Proof Fence	director in common
Monster-in-Law	The Ugly Truth	director in common
Monster-in-Law	21	director in common
Monster-in-Law	Win a Date with Tad Hamilton!	director in common
Monster-in-Law	Legally Blonde	director in common
Prisoners	Sicario	director in common
Prisoners	Incendies	director in common
Training Day	Southpaw	director in common
Training Day	The Replacement Killers	director in common
Training Day	Brooklyn's Finest	director in common
Galaxy Quest	Home Fries	director in common
Scary Movie 2	White Chicks	director in common
Scary Movie 2	A Low Down Dirty Shame	director in common
Coach Carter	When the Game Stands Tall	director in common
Coach Carter	Save the Last Dance	director in common
Changing Lanes	Notting Hill	director in common
Changing Lanes	Morning Glory	director in common
Anaconda	The Specialist	director in common
Love Actually	Easy Virtue	 2 actors in common
Love Actually	About Time	director in common
A Bug's Life	Toy Story	director in common
From Hell	Menace II Society	director in common
The Specialist	F.I.S.T.	 2 actors in common
Tin Cup	Play It to the Bone	director in common
Tin Cup	Dark Blue	director in common
Tin Cup	Machete	 2 actors in common
Kicking & Screaming	How High	director in common
Fat Albert	My Big Fat Greek Wedding	director in common
Resident Evil: Extinction	The Shadow	director in common
Resident Evil: Extinction	Highlander	director in common
Resident Evil: Extinction	Silent Trigger	director in common
Blended	Here Comes the Boom	director in common
Blended	The Waterboy	director in common
Last Holiday	Anywhere But Here	director in common
Last Holiday	Because of Winn-Dixie	director in common
Last Holiday	Snow Flower and the Secret Fan	director in common
The River Wild	8 Mile	director in common
The River Wild	L.A. Confidential	director in common
The River Wild	Wonder Boys	director in common
The River Wild	Losin' It	director in common
The Indian in the Cupboard	In & Out	director in common
The Indian in the Cupboard	Little Shop of Horrors	director in common
The Indian in the Cupboard	Death at a Funeral	director in common
Savages	Nixon	director in common
Savages	JFK	director in common
Savages	The Doors	director in common
Savages	W.	director in common
Savages	Wall Street	director in common
Savages	Born on the Fourth of July	director in common
Savages	Platoon	director in common
Savages	Salvador	director in common
Savages	Talk Radio	director in common
Cellular	The Final Destination	director in common
Cellular	Snakes on a Plane	director in common
Cellular	Final Destination 2	director in common
Cellular	Shark Night 3D	director in common
Johnny English	Laws of Attraction	director in common
Johnny English	Antitrust	director in common
Johnny English	Sliding Doors	director in common
The Ant Bully	Jimmy Neutron: Boy Genius	director in common
The Ant Bully	August: Osage County	 2 actors in common
The Ant Bully	Adaptation.	 2 actors in common
Dune	Mulholland Drive	director in common
Dune	The Straight Story	director in common
Dune	The Elephant Man	director in common
Dune	Eraserhead	director in common
Across the Universe	The Tempest	director in common
Across the Universe	Frida	director in common
Revolutionary Road	Away We Go	director in common
Revolutionary Road	American Beauty	director in common
16 Blocks	Lethal Weapon 3	director in common
16 Blocks	Radio Flyer	director in common
16 Blocks	Scrooged	director in common
16 Blocks	The Omen	director in common
16 Blocks	Ladyhawke	director in common
Babylon A.D.	Gothika	director in common
Multiplicity	Analyze This	director in common
Multiplicity	National Lampoon's Vacation	director in common
Multiplicity	Groundhog Day	director in common
Multiplicity	Caddyshack	director in common
Aliens in the Attic	Like Mike	director in common
Aliens in the Attic	Drive Me Crazy	director in common
The Pledge	Into the Wild	director in common
The Phantom	Crocodile Dundee in Los Angeles	director in common
The Phantom	Harley Davidson and the Marlboro Man	director in common
The Phantom	Quigley Down Under	director in common
All the Pretty Horses	Sling Blade	director in common
Nixon	JFK	director in common
Nixon	The Doors	director in common
Nixon	W.	director in common
Nixon	Wall Street	director in common
Nixon	Born on the Fourth of July	director in common
Nixon	Platoon	director in common
Nixon	Salvador	director in common
Nixon	Talk Radio	director in common
The Ghost Writer	The Ninth Gate	director in common
The Ghost Writer	The Pianist	director in common
The Ghost Writer	Carnage	director in common
The Ghost Writer	Rosemary's Baby	director in common
Deep Rising	The Adventures of Huck Finn	director in common
Miracle at St. Anna	Malcolm X	director in common
Miracle at St. Anna	He Got Game	director in common
Miracle at St. Anna	Summer of Sam	director in common
Miracle at St. Anna	Crooklyn	director in common
Miracle at St. Anna	Girl 6	director in common
Miracle at St. Anna	Mo' Better Blues	director in common
Miracle at St. Anna	Bamboozled	director in common
Miracle at St. Anna	School Daze	director in common
Miracle at St. Anna	Do the Right Thing	director in common
Miracle at St. Anna	25th Hour	director in common
Miracle at St. Anna	The Original Kings of Comedy	director in common
Miracle at St. Anna	Get on the Bus	director in common
Miracle at St. Anna	Da Sweet Blood of Jesus	director in common
Miracle at St. Anna	She's Gotta Have It	director in common
Curse of the Golden Flower	Hero	director in common
Curse of the Golden Flower	House of Flying Daggers	director in common
Curse of the Golden Flower	A Woman, a Gun and a Noodle Shop	director in common
Curse of the Golden Flower	Coming Home	director in common
Bangkok Dangerous	Out of Inferno	director in common
Big Trouble	Get Shorty	director in common
Big Trouble	The Addams Family	director in common
Love in the Time of Cholera	Donnie Brasco	director in common
Love in the Time of Cholera	Pushing Tin	director in common
Love in the Time of Cholera	Four Weddings and a Funeral	director in common
Shadow Conspiracy	Rambo: First Blood Part II	director in common
